t,chain,T,ssq
39.0,3.0,2.664808557718725e-101,8.031327193150217
39.0,4.0,3.551894112254222e-104,8.031327193150217
40.0,0.0,8.905118877679288e-102,8.031327193150217
40.0,1.0,3.55139337095884e-101,8.031327193150217
40.0,2.0,1.777472382164897e-101,8.031327193150217
40.0,3.0,2.6644328765618654e-101,8.031327193150217
40.0,4.0,3.5513933709588406e-104,8.031327193150217
41.0,0.0,8.903856938848663e-102,8.031327193150217
41.0,1.0,3.550890105223795e-101,8.031327193150217
41.0,2.0,1.7772204976645067e-101,8.031327193150217
41.0,3.0,2.6640553014441478e-101,8.031327193150217
41.0,4.0,3.550890105223796e-104,8.031327193150217
42.0,0.0,8.90258879259353e-102,8.031327193150217
42.0,1.0,3.5503843639455764e-101,8.031327193150217
42.0,2.0,1.7769673741547586e-101,8.031327193150217
42.0,3.0,2.6636758690501643e-101,8.031327193150217
42.0,4.0,3.550384363945577e-104,8.031327193150217
43.0,0.0,8.901314556240857e-102,8.031327193150217
43.0,1.0,3.5498761939146e-101,8.031327193150217
43.0,2.0,1.7767130350542548e-101,8.031327193150217
43.0,3.0,2.6632946144844244e-101,8.031327193150217
43.0,4.0,3.549876193914601e-104,8.031327193150217
44.0,0.0,8.900034342181602e-102,8.031327193150217
44.0,1.0,3.5493656399527833e-101,8.031327193150217
44.0,2.0,1.7764575027963657e-101,8.031327193150217
44.0,3.0,2.6629115713745715e-101,8.031327193150217
44.0,4.0,3.549365639952784e-104,8.031327193150217
45.0,0.0,8.898748258185798e-102,8.031327193150217
45.0,1.0,3.548852745039203e-101,8.031327193150217
45.0,2.0,1.7762007988921184e-101,8.031327193150217
45.0,3.0,2.6625267719656574e-101,8.031327193150217
45.0,4.0,3.548852745039203e-104,8.031327193150217
46.0,0.0,8.897456407690958e-102,8.031327193150217
46.0,1.0,3.5483375504251096e-101,8.031327193150217
46.0,2.0,1.7759429439877648e-101,8.031327193150217
46.0,3.0,2.662140247206434e-101,8.031327193150217
46.0,4.0,3.54833755042511e-104,8.031327193150217
47.0,0.0,8.89615889006659e-102,8.031327193150217
47.0,1.0,3.547820095739419e-101,8.031327193150217
47.0,2.0,1.775683957917577e-101,8.031327193150217
47.0,3.0,2.6617520268284947e-101,8.031327193150217
47.0,4.0,3.54782009573942e-104,8.031327193150217
48.0,0.0,8.894855800857258e-102,8.031327193150217
48.0,1.0,3.547300419085648e-101,8.031327193150217
48.0,2.0,1.775423859752364e-101,8.031327193150217
48.0,3.0,2.6613621394190027e-101,8.031327193150217
48.0,4.0,3.547300419085648e-104,8.031327193150217
49.0,0.0,8.893547232006355e-102,8.031327193150217
49.0,1.0,3.54677855713115e-101,8.031327193150217
49.0,2.0,1.775162667844138e-101,8.031327193150217
49.0,3.0,2.660970612487641e-101,8.031327193150217
49.0,4.0,3.54677855713115e-104,8.031327193150217
50.0,0.0,8.892233272062482e-102,8.031327193150217
50.0,1.0,3.546254545189426e-101,8.031327193150217
50.0,2.0,1.7749003998673052e-101,8.031327193150217
50.0,3.0,2.6605774725283625e-101,8.031327193150217
50.0,4.0,3.5462545451894266e-104,8.031327193150217
51.0,0.0,3.545728417296148e-104,8.031327193150217
51.0,1.0,3.5457284172961477e-101,8.031327193150217
51.0,2.0,1.7746370728567192e-101,8.031327193150217
51.0,3.0,2.66018274507643e-101,8.031327193150217
51.0,4.0,8.890914006370087e-102,8.031327193150217
52.0,0.0,3.545200206279511e-104,8.031327193150217
52.0,1.0,3.54520020627951e-101,8.031327193150217
52.0,2.0,1.7743727032428926e-101,8.031327193150217
52.0,3.0,2.6597864547611982e-101,8.031327193150217
52.0,4.0,8.889589517245869e-102,8.031327193150217
53.0,0.0,3.5446699438254337e-104,8.031327193150217
53.0,1.0,3.5446699438254335e-101,8.031327193150217
53.0,2.0,1.7741073068846268e-101,8.031327193150217
53.0,3.0,2.6593886253550268e-101,8.031327193150217
53.0,4.0,8.888259884142271e-102,8.031327193150217
54.0,0.0,3.5441376605380663e-104,8.031327193150217
54.0,1.0,3.544137660538066e-101,8.031327193150217
54.0,2.0,1.7738408990992994e-101,8.031327193150217
54.0,3.0,2.6589892798186794e-101,8.031327193150217
54.0,4.0,8.886925183799197e-102,8.031327193150217
55.0,0.0,3.5436033859960355e-104,8.031327193150217
55.0,1.0,3.543603385996035e-101,8.031327193150217
55.0,2.0,1.773573494691013e-101,8.031327193150217
55.0,3.0,2.6585884403435207e-101,8.031327193150217
55.0,4.0,8.885585490385055e-102,8.031327193150217
56.0,0.0,3.543067148804788e-104,8.031327193150217
56.0,1.0,3.543067148804787e-101,8.031327193150217
56.0,2.0,1.7733051079767935e-101,8.031327193150217
56.0,3.0,2.6581861283907873e-101,8.031327193150217
56.0,4.0,8.884240875628001e-102,8.031327193150217
57.0,0.0,3.5425289766453825e-104,8.031327193150217
57.0,1.0,3.542528976645382e-101,8.031327193150217
57.0,2.0,1.7730357528110112e-101,8.031327193150217
57.0,3.0,2.6577823647281934e-101,8.031327193150217
57.0,4.0,8.882891408938292e-102,8.031327193150217
58.0,0.0,3.541988896320013e-104,8.031327193150217
58.0,1.0,3.5419888963200125e-101,8.031327193150217
58.0,2.0,1.772765442608164e-101,8.031327193150217
58.0,3.0,2.657377169464085e-101,8.031327193150217
58.0,4.0,8.881537157522429e-102,8.031327193150217
59.0,0.0,3.541446933794549e-104,8.031327193150217
59.0,1.0,3.5414469337945484e-101,8.031327193150217
59.0,2.0,1.772494190364169e-101,8.031327193150217
59.0,3.0,2.6569705620793555e-101,8.031327193150217
59.0,4.0,8.880178186489827e-102,8.031327193150217
60.0,0.0,3.540903114238322e-104,8.031327193150217
60.0,1.0,3.5409031142383214e-101,8.031327193150217
60.0,2.0,1.7722220086762773e-101,8.031327193150217
60.0,3.0,2.6565625614572962e-101,8.031327193150217
60.0,4.0,8.878814558952588e-102,8.031327193150217
61.0,0.0,3.5403574620613984e-104,8.031327193150217
61.0,1.0,3.540357462061398e-101,8.031327193150217
61.0,2.0,1.771948909761727e-101,8.031327193150217
61.0,3.0,2.656153185911559e-101,8.031327193150217
61.0,4.0,8.877446336118951e-102,8.031327193150217
62.0,0.0,3.539810000949512e-104,8.031327193150217
62.0,1.0,3.5398100009495115e-101,8.031327193150217
62.0,2.0,1.771674905475228e-101,8.031327193150217
62.0,3.0,2.6557424532123668e-101,8.031327193150217
62.0,4.0,8.876073577380898e-102,8.031327193150217
63.0,0.0,3.539260753896862e-104,8.031327193150217
63.0,1.0,3.539260753896861e-101,8.031327193150217
63.0,2.0,1.7714000073253765e-101,8.031327193150217
63.0,3.0,2.655330380611116e-101,8.031327193150217
63.0,4.0,8.874696340396377e-102,8.031327193150217
64.0,0.0,3.5387097432369214e-104,8.031327193150217
64.0,1.0,3.538709743236921e-101,8.031327193150217
64.0,2.0,1.7711242264900762e-101,8.031327193150217
64.0,3.0,2.6549169848634952e-101,8.031327193150217
64.0,4.0,8.873314681166575e-102,8.031327193150217
65.0,0.0,3.5381569906714144e-104,8.031327193150217
65.0,1.0,3.538156990671414e-101,8.031327193150217
65.0,2.0,1.7708475738310402e-101,8.031327193150217
65.0,3.0,2.654502282251224e-101,8.031327193150217
65.0,4.0,8.871928654108567e-102,8.031327193150217
66.0,0.0,3.537602517297599e-104,8.031327193150217
66.0,1.0,3.537602517297598e-101,8.031327193150217
66.0,2.0,1.7705700599074455e-101,8.031327193150217
66.0,3.0,2.654086288602519e-101,8.031327193150217
66.0,4.0,8.870538312123725e-102,8.031327193150217
67.0,0.0,3.537046343633971e-104,8.031327193150217
67.0,1.0,3.537046343633971e-101,8.031327193150217
67.0,2.0,1.7702916949887998e-101,8.031327193150217
67.0,3.0,2.653669019311382e-101,8.031327193150217
67.0,4.0,8.869143706662178e-102,8.031327193150217
68.0,0.0,3.5364884896445087e-104,8.031327193150217
68.0,1.0,3.5364884896445085e-101,8.031327193150217
68.0,2.0,1.770012489067074e-101,8.031327193150217
68.0,3.0,2.653250489355788e-101,8.031327193150217
68.0,4.0,8.867744887783602e-102,8.031327193150217
69.0,0.0,3.535928974761564e-104,8.031327193150217
69.0,1.0,3.5359289747615634e-101,8.031327193150217
69.0,2.0,1.76973245186816e-101,8.031327193150217
69.0,3.0,2.6528307133148587e-101,8.031327193150217
69.0,4.0,8.866341904214617e-102,8.031327193150217
70.0,0.0,3.535367817907483e-104,8.031327193150217
70.0,1.0,3.5353678179074824e-101,8.031327193150217
70.0,2.0,1.7694515928626924e-101,8.031327193150217
70.0,3.0,2.652409705385084e-101,8.031327193150217
70.0,4.0,8.864934803403009e-102,8.031327193150217
71.0,0.0,3.534805037515055e-104,8.031327193150217
71.0,1.0,3.5348050375150546e-101,8.031327193150217
71.0,2.0,1.7691699212762824e-101,8.031327193150217
71.0,3.0,2.6519874793956655e-101,8.031327193150217
71.0,4.0,8.863523631568997e-102,8.031327193150217
72.0,0.0,3.534240651546869e-104,8.031327193150217
72.0,1.0,3.5342406515468685e-101,8.031327193150217
72.0,2.0,1.7688874460992052e-101,8.031327193150217
72.0,3.0,2.6515640488230338e-101,8.031327193150217
72.0,4.0,8.86210843375377e-102,8.031327193150217
73.0,0.0,3.5336746775136365e-104,8.031327193150217
73.0,1.0,3.533674677513636e-101,8.031327193150217
73.0,2.0,1.7686041760955722e-101,8.031327193150217
73.0,3.0,2.6511394268046008e-101,8.031327193150217
73.0,4.0,8.860689253865439e-102,8.031327193150217
74.0,0.0,3.533107132491566e-104,8.031327193150217
74.0,1.0,3.533107132491565e-101,8.031327193150217
74.0,2.0,1.7683201198120256e-101,8.031327193150217
74.0,3.0,2.6507136261517923e-101,8.031327193150217
74.0,4.0,8.859266134722596e-102,8.031327193150217
75.0,0.0,3.5325380331388425e-104,8.031327193150217
75.0,1.0,3.5325380331388415e-101,8.031327193150217
75.0,2.0,1.7680352855859878e-101,8.031327193150217
75.0,3.0,2.6502866593624115e-101,8.031327193150217
75.0,4.0,8.857839118095643e-102,8.031327193150217
76.0,0.0,3.53196739571127e-104,8.031327193150217
76.0,1.0,3.531967395711269e-101,8.031327193150217
76.0,2.0,1.7677496815534876e-101,8.031327193150217
76.0,3.0,2.6498585386323754e-101,8.031327193150217
76.0,4.0,8.856408244746005e-102,8.031327193150217
77.0,0.0,3.5313952360771296e-104,8.031327193150217
77.0,1.0,3.531395236077129e-101,8.031327193150217
77.0,2.0,1.7674633156566007e-101,8.031327193150217
77.0,3.0,2.6494292758668618e-101,8.031327193150217
77.0,4.0,8.854973554463398e-102,8.031327193150217
78.0,0.0,3.530821569731304e-104,8.031327193150217
78.0,1.0,3.5308215697313034e-101,8.031327193150217
78.0,2.0,1.767176195650515e-101,8.031327193150217
78.0,3.0,2.6489988826909062e-101,8.031327193150217
78.0,4.0,8.85353508610124e-102,8.031327193150217
79.0,0.0,3.5302464118087116e-104,8.031327193150217
79.0,1.0,3.530246411808711e-101,8.031327193150217
79.0,2.0,1.766888329110257e-101,8.031327193150217
79.0,3.0,2.648567370459481e-101,8.031327193150217
79.0,4.0,8.852092877610339e-102,8.031327193150217
80.0,0.0,3.5296697770970925e-104,8.031327193150217
80.0,1.0,3.529669777097092e-101,8.031327193150217
80.0,2.0,1.766599723437092e-101,8.031327193150217
80.0,3.0,2.648134750267089e-101,8.031327193150217
80.0,4.0,8.850646966070955e-102,8.031327193150217
81.0,0.0,3.5290916800491924e-104,8.031327193150217
81.0,1.0,3.5290916800491916e-101,8.031327193150217
81.0,2.0,1.766310385864618e-101,8.031327193150217
81.0,3.0,2.6477010329569016e-101,8.031327193150217
81.0,4.0,8.849197387723345e-102,8.031327193150217
82.0,0.0,3.528512134794363e-104,8.031327193150217
82.0,1.0,3.528512134794362e-101,8.031327193150217
82.0,2.0,1.766020323464576e-101,8.031327193150217
82.0,3.0,2.647266229129466e-101,8.031327193150217
82.0,4.0,8.847744177996861e-102,8.031327193150217
83.0,0.0,3.527931155149633e-104,8.031327193150217
83.0,1.0,3.5279311551496324e-101,8.031327193150217
83.0,2.0,1.7657295431523887e-101,8.031327193150217
83.0,3.0,2.6468303491510076e-101,8.031327193150217
83.0,4.0,8.8462873715377e-102,8.031327193150217
84.0,0.0,3.527348754630267e-104,8.031327193150217
84.0,1.0,3.527348754630266e-101,8.031327193150217
84.0,2.0,1.765438051692446e-101,8.031327193150217
84.0,3.0,2.646393403161353e-101,8.031327193150217
84.0,4.0,8.844827002235389e-102,8.031327193150217
85.0,0.0,3.526764946459848e-104,8.031327193150217
85.0,1.0,3.5267649464598474e-101,8.031327193150217
85.0,2.0,1.765145855703151e-101,8.031327193150217
85.0,3.0,2.645955401081496e-101,8.031327193150217
85.0,4.0,8.843363103248063e-102,8.031327193150217
86.0,0.0,3.5261797435799055e-104,8.031327193150217
86.0,1.0,3.526179743579905e-101,8.031327193150217
86.0,2.0,1.76485296166174e-101,8.031327193150217
86.0,3.0,2.6455163526208194e-101,8.031327193150217
86.0,4.0,8.841895707026609e-102,8.031327193150217
87.0,0.0,3.525593158659122e-104,8.031327193150217
87.0,1.0,3.525593158659122e-101,8.031327193150217
87.0,2.0,1.764559375908888e-101,8.031327193150217
87.0,3.0,2.6450762672840016e-101,8.031327193150217
87.0,4.0,8.840424845337744e-102,8.031327193150217
88.0,0.0,3.5250052041021305e-104,8.031327193150217
88.0,1.0,3.52500520410213e-101,8.031327193150217
88.0,2.0,1.7642651046531136e-101,8.031327193150217
88.0,3.0,2.6446351543776186e-101,8.031327193150217
88.0,4.0,8.838950549286088e-102,8.031327193150217
89.0,0.0,3.524415892057937e-104,8.031327193150217
89.0,1.0,3.524415892057937e-101,8.031327193150217
89.0,2.0,1.7639701539749946e-101,8.031327193150217
89.0,3.0,2.6441930230164624e-101,8.031327193150217
89.0,4.0,8.837472849335272e-102,8.031327193150217
90.0,0.0,3.5238252344279815e-104,8.031327193150217
90.0,1.0,3.523825234427981e-101,8.031327193150217
90.0,2.0,1.763674529831202e-101,8.031327193150217
90.0,3.0,2.6437498821295883e-101,8.031327193150217
